       Timestep           Rate         Energy       Variance           Time
     0.10000000    0.091170000      750.00000 -1.1641532E-10      139.43100
     0.20000000    0.095710000      750.00000 -1.1641532E-10      142.78493
     0.30000000    0.034060000      750.00000 -1.1641532E-10      140.53275
     0.40000000    0.026030000      750.00000 -1.1641532E-10      140.26610
     0.50000000    0.021670000      750.00000 -1.1641532E-10      139.23218
     0.60000000    0.039260000      750.00000 -1.1641532E-10      138.63225
     0.70000000    0.039540000      750.00000 -1.1641532E-10      139.65292
     0.80000000    0.060710000      750.00000 -1.1641532E-10      139.62155
     0.90000000    0.038600000      750.00000 -1.1641532E-10      139.91094
      1.0000000     0.50077000      750.00000 -1.1641532E-10      140.16339
      1.1000000     0.49385000      750.00000 -1.1641532E-10      141.37308
      1.2000000     0.45008000      750.00000 -1.1641532E-10      140.22722
      1.3000000     0.41010000      750.00000 -1.1641532E-10      139.53499
      1.4000000     0.36769000      750.00000 -1.1641532E-10      142.96784
      1.5000000     0.32913000      750.00000 -1.1641532E-10      139.35715
      1.6000000     0.28908000      750.00000 -1.1641532E-10      139.62567
      1.7000000     0.25692000      750.00000 -1.1641532E-10      138.82297
      1.8000000     0.22534000      750.00000 -1.1641532E-10      138.49683
      1.9000000     0.19869000      750.00000 -1.1641532E-10      139.27985
      2.0000000     0.17121000      750.00000 -1.1641532E-10      140.53908
