       Timestep           Rate         Energy       Variance           Time
     0.10000000     0.98548000      15.000000 -2.8421709E-14      1.0970669
     0.20000000     0.96099000      15.000000 -2.8421709E-14      1.2399061
     0.30000000     0.92639000      15.000000 -2.8421709E-14      1.0950605
     0.40000000     0.88577000      15.000000 -2.8421709E-14      1.0955032
     0.50000000     0.84274000      15.000000 -2.8421709E-14      1.0963965
     0.60000000     0.79337000      15.000000 -2.8421709E-14      1.0952069
     0.70000000     0.74081000      15.000000 -2.8421709E-14      1.0965701
     0.80000000     0.69079000      15.000000 -2.8421709E-14      1.0966329
     0.90000000     0.63619000      15.000000 -2.8421709E-14      1.0948183
      1.0000000     0.57833000      15.000000 -2.8421709E-14      1.0962778
      1.1000000     0.52972000      15.000000 -2.8421709E-14      1.0972707
      1.2000000     0.48230000      15.000000 -2.8421709E-14      1.0984277
      1.3000000     0.43122000      15.000000 -2.8421709E-14      1.0950253
      1.4000000     0.38554000      15.000000 -2.8421709E-14      1.0952394
      1.5000000     0.34037000      15.000000 -2.8421709E-14      1.0966507
      1.6000000     0.30411000      15.000000 -2.8421709E-14      1.0953738
      1.7000000     0.27011000      15.000000 -2.8421709E-14      1.0958866
      1.8000000     0.23553000      15.000000 -2.8421709E-14      1.0955713
      1.9000000     0.20640000      15.000000 -2.8421709E-14      1.0995156
      2.0000000     0.18063000      15.000000 -2.8421709E-14      1.0952109
