     StepLength           Rate         Energy       Variance           Time
     0.10000000     0.97330000      15.000000 -2.8421709E-14      1.0421554
     0.20000000     0.94388000      15.000000 -2.8421709E-14      1.0416907
     0.30000000     0.91848000      15.000000 -2.8421709E-14      1.0428330
     0.40000000     0.89121000      15.000000 -2.8421709E-14      1.0416043
     0.50000000     0.86545000      15.000000 -2.8421709E-14      1.0603298
     0.60000000     0.83933000      15.000000 -2.8421709E-14      1.0420045
     0.70000000     0.81227000      15.000000 -2.8421709E-14      1.0422522
     0.80000000     0.78728000      15.000000 -2.8421709E-14      1.0444409
     0.90000000     0.76013000      15.000000 -2.8421709E-14      1.0416503
      1.0000000     0.73528000      15.000000 -2.8421709E-14      1.1134673
      1.1000000     0.71074000      15.000000 -2.8421709E-14      1.0595710
      1.2000000     0.68406000      15.000000 -2.8421709E-14      1.0424952
      1.3000000     0.65778000      15.000000 -2.8421709E-14      1.0418410
      1.4000000     0.63668000      15.000000 -2.8421709E-14      1.0417323
      1.5000000     0.61329000      15.000000 -2.8421709E-14      1.0599918
      1.6000000     0.59095000      15.000000 -2.8421709E-14      1.0420097
      1.7000000     0.56953000      15.000000 -2.8421709E-14      1.0414608
      1.8000000     0.54710000      15.000000 -2.8421709E-14      1.0426530
      1.9000000     0.52394000      15.000000 -2.8421709E-14      1.0439789
      2.0000000     0.50421000      15.000000 -2.8421709E-14      1.0533059
