     StepLength           Rate         Energy       Variance           Time
     0.10000000     0.98397000      750.00000 -1.1641532E-10      150.64495
     0.20000000     0.95942000      750.00000 -1.1641532E-10      140.22331
     0.30000000     0.92902000      750.00000 -1.1641532E-10      140.49533
     0.40000000     0.90276000      750.00000 -1.1641532E-10      148.47249
     0.50000000     0.87062000      750.00000 -1.1641532E-10      148.06440
     0.60000000     0.84062000      750.00000 -1.1641532E-10      140.25494
     0.70000000     0.81472000      750.00000 -1.1641532E-10      140.57356
     0.80000000     0.78626000      750.00000 -1.1641532E-10      147.90953
     0.90000000     0.76067000      750.00000 -1.1641532E-10      148.52245
      1.0000000     0.73525000      750.00000 -1.1641532E-10      140.73198
      1.1000000     0.70660000      750.00000 -1.1641532E-10      148.47304
      1.2000000     0.68541000      750.00000 -1.1641532E-10      148.31482
      1.3000000     0.65709000      750.00000 -1.1641532E-10      148.97785
      1.4000000     0.63584000      750.00000 -1.1641532E-10      140.29018
      1.5000000     0.60862000      750.00000 -1.1641532E-10      139.98884
      1.6000000     0.58904000      750.00000 -1.1641532E-10      148.59851
      1.7000000     0.56417000      750.00000 -1.1641532E-10      147.02188
      1.8000000     0.53966000      750.00000 -1.1641532E-10      140.34415
      1.9000000     0.52317000      750.00000 -1.1641532E-10      140.29589
      2.0000000     0.49853000      750.00000 -1.1641532E-10      149.43203
