           Bins        Counter
      0.0000000          16213
     0.16666667           7786
     0.33333333           3458
     0.50000000           1683
     0.66666667            552
     0.83333333            204
      1.0000000             60
      1.1666667              0
      1.3333333              0
      1.5000000              0
      1.6666667              0
      1.8333333              0
